seller_id,seller_state,seller_city,total_orders,unique_products,total_revenue,profit_proxy,avg_price,avg_review_score,on_time_pct,freight_ratio_pct
b33e7c55446eabf8fe1a42d037ac7d6d,SP,pradopolis,149,34,44215.17,41558.79,290.89,4.19,88.6,6.0
ba90964cff9b9e0e6f32b23b82465f7b,SP,guarulhos,38,11,44212.5,42901.5,1163.49,4.42,94.7,3.0
c3cfdc648177fdbbbb35635a37472c53,PR,curitiba,278,111,43966.58,37742.57,140.02,4.45,110.4,14.2
eeb6de78f79159600292e314a77cbd18,SC,lages,82,46,43510.84,40514.79,524.23,4.42,97.6,6.9
4d6d651bd7684af3fffabd5f08d12e5a,SP,jau,363,70,43317.9,35496.92,110.79,4.21,102.8,18.1
b839e41795b7f3ad94cc2014a52f6796,SP,sao caetano do sul,33,10,42829.0,41908.07,1189.69,4.03,106.1,2.2
e9779976487b77c6d4ac45f75ec7afe9,SP,praia grande,645,131,42327.18,32331.87,57.28,4.21,106.0,23.6
d91fb3b7d041e83b64a00a3edfb37e4f,SP,praia grande,524,309,41272.38,31725.35,74.5,4.14,99.2,23.1
17a053fcb14bd219540cbde0df490be0,SP,mogi guacu,124,86,40753.14,31916.45,273.51,4.23,110.5,21.7
391fc6631aebcf3004804e51b40bcf1e,SP,ibitinga,521,130,40067.23,29763.24,64.73,3.97,107.3,25.7
834f3294fba9f932f56edc879193f925,SP,araraquara,66,3,39907.5,35607.58,604.66,4.55,93.9,10.8
712e6ed8aa4aa1fa65dab41fed5737e4,SC,videira,77,23,39477.0,32691.05,459.03,3.47,88.3,17.2
2eb70248d66e0e3ef83659f71b244378,SP,campinas,187,28,39115.62,36051.87,197.55,2.81,90.9,7.8
634964b17796e64304cadf1ad3050fb7,RJ,rio de janeiro,265,28,39114.1,33214.1,121.1,3.87,110.2,15.1
7142540dd4c91e2237acb7e911c4eba2,SP,penapolis,316,265,37356.74,30479.57,113.2,4.06,96.2,18.4
7178f9f4dd81dcef02f62acdf8151e01,SC,videira,202,57,36825.2,32409.96,169.7,4.05,102.5,12.0
ea8482cd71df3c1969d7b9473ff13abc,SP,sao paulo,1132,219,36696.76,19404.89,30.89,3.98,94.1,47.1
59417c56835dd8e2e72f91f809cd4092,SP,limeira,18,9,36459.0,35260.23,2025.5,4.28,100.0,3.3
c70c1b0d8ca86052f45a432a38b73958,SP,hortolandia,260,65,36289.15,32387.74,108.0,4.32,118.8,10.8
06a2c3af7b3aee5d69171b0e14f0ee87,MA,sao luis,389,44,36220.97,24096.24,89.88,4.03,79.2,33.5
c3867b4666c7d76867627c2f7fb22e21,SP,guara,228,96,34788.9,30055.15,143.16,4.02,94.7,13.6
7299e27ed73d2ad986de7f7c77d919fa,MG,araguari,335,88,34107.44,27302.95,95.27,4.43,101.8,20.0
e9bc59e7b60fc3063eb2290deda4cced,PR,maringa,209,42,33543.69,29004.96,129.01,4.03,108.6,13.5
9c0e69c7bf2619675bbadf47b43f655a,SP,sao jose dos campos,151,67,33491.19,30598.06,164.17,4.06,122.5,8.6
5c243662ce92d84573bfaff24c3e3700,SP,sao paulo,98,24,33329.02,31532.83,329.99,4.13,100.0,5.4
1835b56ce799e6a4dc4eddc053f04066,SP,ibitinga,417,144,33211.72,24545.27,60.06,3.62,118.7,26.1
dbc22125167c298ef99da25668e1011f,MG,borda da mata,394,100,32938.02,25130.59,78.8,4.27,103.6,23.7
2528513dd95219a6013d4d05176e391a,SP,osasco,160,84,32660.2,28919.43,196.75,3.96,98.1,11.5
88460e8ebdecbfecb5f9601833981930,PR,maringa,246,12,32184.5,27122.45,104.16,3.37,101.6,15.7
76d5af76d0271110f9af36c92573f765,SP,sao paulo,128,81,31944.6,28157.54,206.09,4.1,110.9,11.9
70eea00b476a314817cefde4aad4f89a,SP,itatiba,106,30,31634.65,28877.62,279.95,4.38,99.1,8.7
0241d4d5d36f10f80c644447315af0bd,PR,curitiba,238,56,31561.5,24645.52,126.75,4.28,98.7,21.9
87142160b41353c4e5fca2360caf6f92,RS,porto alegre,305,56,31410.98,24130.57,91.84,4.37,105.9,23.2
7681ef142fd2c19048da7430856b5588,SP,guarulhos,58,24,31287.81,28403.93,406.34,4.17,117.2,9.2
855668e0971d4dfd7bef1b6a4133b41b,SP,itatiba,300,72,30899.22,23271.83,98.72,3.84,90.0,24.7
e59aa562b9f8076dd550fcddf0e73491,PR,curitiba,69,9,30716.3,28556.23,374.59,4.33,108.7,7.0
70a12e78e608ac31179aea7f8422044b,SP,jacarei,312,119,29963.53,24439.81,92.77,3.79,92.3,18.4
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,pedreira,463,159,29750.37,19991.39,57.77,4.09,105.4,32.8
d23019c84ffae2d5ef2270367b8605fc,PR,londrina,39,8,29205.1,26455.36,748.85,4.41,97.4,9.4
1554a68530182680ad5c8b042c3ab563,MG,monte siao,246,69,29164.43,22381.1,108.02,4.27,102.0,23.3
0b90b6df587eb83608a64ea8b390cf07,PR,maringa,163,46,29075.68,25405.83,135.87,4.03,127.0,12.6
900ba814c251a692506d7834c1218441,SP,salto,86,7,28833.03,26498.6,335.27,4.23,86.0,8.1
d1c281d3ae149232351cd8c8cc885f0d,SP,ibitinga,214,114,27444.52,21919.96,110.66,3.83,106.1,20.1
59b22a78efb79a4797979612b885db36,MG,uberlandia,125,67,27184.5,22286.93,204.39,3.97,92.8,18.0
12b9676b00f60f3b700e83af21824c0e,RS,montenegro,133,37,26575.0,23028.7,198.32,4.53,98.5,13.3
b32be1695eb7ec5f10f72d9610a12527,RS,caxias do sul,44,14,26575.0,23637.32,590.56,4.16,97.7,11.1
a3a38f4affed601eb87a97788c949667,SC,joinville,251,115,26294.62,21109.96,101.13,4.4,98.8,19.7
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,franca,155,25,26169.53,23286.44,154.85,4.16,94.2,11.0
1c68394e931a64f90ea236c5ea590300,PR,sarandi,142,39,26133.56,23126.43,146.82,3.94,121.1,11.5
9f505651f4a6abe901a56cdc21508025,SP,sao paulo,393,77,25977.83,20012.75,60.84,4.31,103.6,23.0
de23c3b98a88888289c6f5cc1209054a,SP,sao paulo,161,92,25933.67,23287.48,145.69,4.31,100.6,10.2
16090f2ca825584b5a147ab24aa30c86,SP,atibaia,398,37,25579.16,20174.3,63.0,4.07,91.0,21.1
b94cc9f10ddc85e4ba73a6f7974e7101,RJ,macae,39,7,25346.1,24323.71,649.9,4.3,92.3,4.0
a416b6a846a11724393025641d4edd5e,SP,sao paulo,157,109,24930.24,21994.68,141.65,4.22,98.1,11.8
c003204e1ab016dfa150abc119207b24,SP,cajamar,195,11,24904.29,20190.12,124.52,4.44,95.9,18.9
1900267e848ceeba8fa32d80c1a5f5a8,SP,ibitinga,406,126,24824.46,16744.3,47.19,3.88,116.7,32.5
f62d7bb4a613ec758a03342d46b580b2,MG,vicosa,32,2,24665.0,22539.41,770.78,4.38,87.5,8.6
001cca7ae9ae17fb1caed9dfb1094831,ES,cariacica,195,11,24487.03,15831.16,104.65,3.97,113.3,35.3
dc4a0fc896dc34b0d5bfec8438291c80,SP,ibitinga,225,163,24455.58,19766.5,97.82,3.79,103.6,19.2
2b3e4a2a3ea8e01938cabda2a3e5cc79,SP,sao paulo,52,13,23629.15,22723.2,437.58,4.39,103.8,3.8
40db9e9aa57f7bb151bcda6b0f9bdbb7,PE,recife,12,9,23168.0,22512.01,1930.67,2.36,91.7,2.8
612170e34b97004b3ba37eae81836b4c,RS,novo hamburgo,107,48,23065.02,20757.96,209.68,4.43,100.9,10.0
1a3df491d1c4f1589fc2b934ada68bf2,SC,joinville,160,5,22693.2,18567.78,131.17,4.24,102.5,18.2
7b0df942f46435babab05d49b744b2c4,SP,braganca paulista,32,16,22600.63,21928.48,706.27,4.39,90.6,3.0
710e3548e02bc1d2831dfc4f1b5b14d4,PR,rolandia,131,33,22369.25,18626.59,163.28,3.46,100.0,16.7
897060da8b9a21f655304d50fd935913,SP,ribeirao preto,304,99,22339.36,15754.46,53.57,3.47,120.7,29.5
744dac408745240a2c2528fb1b6028f3,PR,colombo,78,75,22322.6,20444.8,268.95,4.55,105.1,8.4
d2374cbcbb3ca4ab1086534108cc3ab7,SP,ibitinga,514,111,22026.69,12278.04,34.1,3.64,119.3,44.3
7ad32824caee82087b3e2e5f33b1bf32,SP,ibitinga,147,74,22018.1,18540.4,122.32,3.79,106.8,15.8
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,SP,sao paulo,20,13,21940.8,20186.4,1097.04,3.65,75.0,8.0
05ff92fedb5be47920fea08e501238b9,RS,santo angelo,57,16,21853.98,20030.42,352.48,4.24,103.5,8.3
f45122a9ab94eb4f3f8953578bc0c560,SP,piracicaba,184,88,21764.68,18485.49,110.48,3.92,99.5,15.1
06e5eefc71ec47ae763c5c6f8db7064f,RS,porto alegre,90,34,21648.67,19497.02,232.78,3.96,101.1,9.9
b1b3948701c5c72445495bd161b83a4c,SP,sao paulo,14,2,21519.5,21114.75,1537.11,1.93,35.7,1.9
8444e55c1f13cd5c179851e5ca5ebd00,MG,congonhal,92,52,21480.96,19516.25,210.6,3.16,98.9,9.1
59fb871bf6f4522a87ba567b42dafecf,SP,sao paulo,123,23,21308.59,19279.34,169.12,4.26,95.9,9.5
8f2ce03f928b567e3d56181ae20ae952,SP,pirituba,151,78,21213.2,17456.6,123.33,4.12,97.4,17.7
00ee68308b45bc5e2660cd833c3f81cc,SP,sao paulo,135,23,20345.0,17152.54,117.6,4.33,117.8,15.7
004c9cd9d87a3c30c522c48c4fc07416,SP,ibitinga,156,87,20324.2,16692.16,116.81,4.15,101.9,17.9
48162d548f5b1b11b9d29d1e01f75a61,SP,piracicaba,66,42,20109.39,18066.95,225.95,3.82,131.8,10.2
729f06993dac8e860d4f02d7088ca48a,SP,limeira,94,17,19885.18,14972.09,175.98,4.33,108.5,24.7
f457c46070d02cadd8a68551231220dd,PR,maringa,195,23,19471.7,15712.71,81.81,3.82,114.4,19.3
bfd27a966d91cfaafdb25d076585f0da,SP,serra negra,114,53,19225.0,16588.59,167.17,4.32,95.6,13.7
dc317f341ab0e22f39acbd9dbf9b4a1f,RS,cachoeirinha,55,7,18988.4,15406.67,327.39,4.12,100.0,18.9
96493fab2fbb13a14d0c0e8772eef5c3,SP,sao paulo,63,54,18969.0,17756.77,296.39,4.03,95.2,6.4
0dd184061fb0eaa7ca37932c68ab91c5,SP,guarulhos,161,11,18446.92,13127.42,95.58,3.95,108.1,28.8
44073f8b7e41514de3b7815dd0237f4f,DF,brasilia,142,76,18380.64,15241.79,121.73,3.75,101.4,17.1
d650b663c3b5f6fb392b6326366efa9a,SP,cotia,57,29,18335.9,17483.79,321.68,4.37,93.0,4.6
cd68562d3f44870c08922d380acae552,SP,ribeirao preto,122,57,18119.7,15959.54,140.46,3.91,84.4,11.9
527801b552d0077ffd170872eb49683b,SP,garca,90,26,17942.8,15880.24,195.03,4.48,92.2,11.5
821fb029fc6e495ca4f08a35d51e53a5,SP,sao paulo,24,9,17851.62,16486.07,714.06,3.5,66.7,7.6
a888faf2d1baececa6baf9c3d603ee1f,PR,umuarama,53,19,17564.8,16456.85,325.27,4.11,86.8,6.3
9de4643a8dbde634fe55621059d92273,SC,joinville,72,5,17560.34,15838.27,216.79,4.53,105.6,9.8
c72de06d72748d1a0dfb2125be43ba63,BA,guanambi,21,8,17522.0,16310.82,796.45,4.45,104.8,6.9
165fc07beebdcb6190fba8a06db2a449,PR,maringa,50,27,17481.4,15881.37,273.15,3.69,112.0,9.2
0c8380b62e38e8a1e6adbeba7eb9688c,MG,tres coracoes,180,92,17438.79,13317.22,79.27,4.07,116.1,23.6
94144541854e298c2d976cb893b81343,RS,viamao,68,23,17315.18,15870.02,224.87,4.29,108.8,8.3
8b321bb669392f5163d04c59e235e066,SP,sao paulo,930,103,17262.94,3338.94,17.18,4.02,97.0,80.7
1e8b33f18b4f7598d87f5cbee2282cc2,SP,sao paulo,122,30,17233.56,14543.05,123.98,4.31,109.0,15.6
76d64c4aca3a7baf218bf93ef7fa768d,PR,curitiba,64,37,17181.7,13618.39,245.45,4.13,106.3,20.7
54a1852d1b8f10312c55e906355666ee,SP,santa barbara d'oeste,198,47,17116.45,13739.7,84.32,4.37,92.4,19.7
abe42c5d03695b4257b5c6cbf4e6784e,RJ,rio de janeiro,49,36,17000.0,16052.45,346.94,3.96,83.7,5.6
c3acdfac4e3e97ff87529454fbc03642,SP,sao paulo,12,9,16788.0,16518.72,1399.0,4.25,91.7,1.6
41b39e28db005d9731d9d485a83b4c38,SP,santo andre,187,126,16741.05,12868.81,72.79,4.23,116.0,23.1
4a3ccda38b2129705f3fb522db62ca31,SP,marilia,64,43,16730.99,15371.45,226.09,3.81,104.7,8.1
8ae520247981aa06bc94abddf5f46d34,SC,navegantes,65,50,16320.99,14875.64,251.09,4.45,98.5,8.9
ef0ace09169ac090589d85746e3e036f,RJ,sao goncalo,128,22,16225.3,13908.92,115.9,4.36,100.8,14.3
1f1bb1f0859883505541bdd6606193e5,SP,sao paulo,27,24,16040.84,15518.81,553.13,4.31,96.3,3.3
7aa4334be125fcdd2ba64b3180029f14,SP,laranjal paulista,214,39,16012.95,11695.38,67.57,4.08,95.8,27.0
86ccac0b835037332a596a33b6949ee1,SC,blumenau,178,71,15949.11,12019.98,75.95,4.03,114.6,24.6
fa40cc5b934574b62717c68f3d678b6d,SP,sao paulo,304,16,15945.38,11451.0,47.18,4.44,104.6,28.2
6061155addc1e54b4cfb51c1c2a32ad8,SP,campinas,28,15,15909.4,14991.35,454.55,4.71,121.4,5.8
4b9750c8ad28220fe6702d4ecb7c898f,SP,limeira,217,33,15815.4,12456.95,71.56,4.35,94.0,21.2
d921b68bf747894be13a97ae52b0f386,MG,formiga,77,46,15645.8,13887.79,203.19,4.56,98.7,11.2
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,louveira,106,64,15566.5,13156.75,115.31,4.01,120.8,15.5
2a5b78b41cd05baeac8df54c6606b92c,MG,formiga,46,23,15554.28,14533.09,277.75,4.3,119.6,6.6
c33847515fa6305ce6feb1e818569f13,SC,brusque,114,39,15519.85,11145.44,121.25,3.72,107.0,28.2
229c3efbfb0ea2058de4ccdfbc3d784a,MG,belo horizonte,118,24,15479.0,13178.29,106.75,3.64,120.3,14.9
e5a38146df062edaf55c38afa99e42dc,SP,sao paulo,120,27,15421.87,13503.27,122.4,3.98,95.8,12.4
c847e075301870dd144a116762eaff9a,MG,uberaba,41,5,15248.8,14156.12,363.07,4.2,92.7,7.2
213b25e6f54661939f11710a6fddb871,SP,salto,152,79,15225.8,11832.93,79.72,3.83,111.8,22.3
85d9eb9ddc5d00ca9336a2219c97bb13,MG,belo horizonte,499,63,15198.94,6703.92,29.51,4.21,99.6,55.9
f9244d45189d3a3605499abddeade7d5,SP,sao paulo,20,10,15081.44,14260.72,754.07,4.35,100.0,5.4
2a84855fd20af891be03bc5924d2b453,MG,belo horizonte,155,53,14989.0,11712.28,94.27,4.36,99.4,21.9
79ebd9a61bac3eaf882805ed4ecfa12a,PR,cascavel,133,113,14987.89,10900.33,105.55,4.02,100.8,27.3
01fdefa7697d26ad920e9e0346d4bd1b,PR,londrina,128,21,14802.53,12072.27,113.87,4.37,95.3,18.4
4c2b230173bb36f9b240f2b8ac11786e,SP,sao paulo,258,20,14520.47,10158.55,42.21,3.76,121.3,30.0
080199a181c46c657dc5aa235411be3b,SP,osasco,79,40,14504.2,13463.52,174.75,4.61,102.5,7.2
1b4c3a6f53068f0b6944d2d005c9fc89,SC,sao ludgero,111,31,14469.5,11441.95,124.74,4.15,98.2,20.9
a5cba26a62b8b4d0145b68b841e62e7f,PR,campo mourao,53,18,14438.84,13091.91,267.39,4.57,100.0,9.3
8e6d7754bc7e0f22c96d255ebda59eba,SP,sao jose dos campos,84,28,14346.57,12622.38,108.69,3.03,136.9,12.0
5cf13accae3222c70a9cac40818ae839,MG,patos de minas,148,34,14293.3,11290.42,92.21,4.46,101.4,21.0
66922902710d126a0e7d26b0e3805106,MG,belo horizonte,150,20,14267.3,11069.67,92.05,4.47,96.0,22.4
c6bda72e4dbf5c5866b13cb1810c6d03,SP,sao paulo,59,27,14169.28,13015.52,236.15,4.38,98.3,8.1
aba1721a889e04decc910aa13b768ef4,SP,sao paulo,83,76,14103.3,12854.13,153.3,4.46,98.8,8.9
3b15288545f8928d3e65a8f949a28291,SP,ibitinga,101,45,14084.79,11623.15,116.4,3.91,109.9,17.5
f08a5b9dd6767129688d001acafc21e5,RS,porto alegre,11,7,14069.63,13573.52,781.65,3.44,127.3,3.5
2e90cb1677d35cfe24eef47d441b7c87,SP,sao paulo,127,22,13894.71,11007.26,101.42,4.04,94.5,20.8
a3e9a2c700480d9bb01fba070ba80a0e,SP,ibitinga,129,72,13740.8,10809.43,93.47,4.02,102.3,21.3
b8bc237ba3788b23da09c0f1f3a3288c,SC,itajai,45,1,13685.71,11750.26,291.19,4.35,102.2,14.1
d94a40fd42351c259927028d163af842,MG,baependi,100,16,13674.8,10327.23,125.46,4.13,105.0,24.5
a6bd7d1ccdac48c6b33b28596b7eb122,PB,mamanguape,15,15,13669.11,13031.31,911.27,3.5,86.7,4.7
ce248b21cb2adc36282ede306b7660e5,SC,jaragua do sul,64,36,13640.09,11726.64,206.67,4.26,92.2,14.0
6039e27294dc75811c0d8a39069f52c0,SP,osasco,63,10,13630.7,11261.71,181.74,3.88,88.9,17.4
a673821011d0cec28146ea42f5ab767f,SP,sao paulo,125,51,13600.79,10996.25,94.45,3.91,102.4,19.1
610f72e407cdd7caaa2f8167b0163fd8,SP,sao paulo,16,16,13585.16,12740.87,799.13,3.71,93.8,6.2
6d66611d7c44cc30ce351abc49a68421,SP,sao paulo,164,59,13428.6,10211.94,77.18,3.93,98.8,24.0
34d1ca11b242c0fee2c834ae8d788566,MG,congonhas,40,4,13422.24,12440.2,327.37,4.3,102.5,7.3
289cdb325fb7e7f891c38608bf9e0962,SP,belo horizonte,109,25,13410.55,11335.03,107.28,4.59,112.8,15.5
00fc707aaaad2d31347cf883cd2dfe10,PR,maringa,103,19,13409.9,11013.1,94.44,3.74,132.0,17.9
240b9776d844d37535668549a396af32,RJ,niteroi,35,11,13332.09,12492.53,380.92,4.34,94.3,6.3
1f9ab4708f3056ede07124aad39a2554,SP,tupa,76,5,13312.93,10933.21,172.9,4.11,96.1,17.9
8cc6a0e5738e61a87b03c78b2ba9db4b,MG,andradas,23,13,13272.7,12768.8,553.03,4.42,95.7,3.8
669ae81880e08f269a64487cfb287169,SC,rio do sul,161,16,13263.87,9878.76,70.93,4.12,111.8,25.5
d05ae8f7a5bd1d2a690a44cd079e4e27,RJ,rio de janeiro,77,11,13244.0,12102.35,165.55,3.82,94.8,8.6
0b35c634521043bf4b47e21547b99ab5,PR,teixeira soares,50,39,13235.65,11780.51,171.89,3.53,136.0,11.0
05f51e13da97139648b8125c31e5f51b,MG,belo horizonte,57,19,13100.31,11211.66,218.34,4.25,89.5,14.4
440dd6ab244315c632130ecfb63827b1,SP,votuporanga,91,28,13089.0,11042.32,142.27,3.89,87.9,15.6
cfb1a033743668a192316f3c6d1d2671,SP,votorantim,143,60,13062.04,9578.47,70.99,3.99,115.4,26.7
6edacfd9f9074789dad6d62ba7950b9c,SP,guarulhos,205,142,13016.3,10095.32,59.98,4.39,100.0,22.4
431af27f296bc6519d890aa5a05fdb11,SP,ribeirao preto,116,20,13014.5,10873.36,104.12,3.81,91.4,16.5
d50d79cb34e38265a8649c383dcffd48,SP,sao paulo,70,19,13012.42,11080.16,185.89,4.25,92.9,14.8
c31eff8334d6b3047ed34bebd4d62c36,SP,salto,120,5,12991.61,10632.37,107.37,3.88,86.7,18.2
9e6229250fedbe05838fef417b74e7fb,SP,mirandopolis,73,25,12962.3,11127.34,168.34,3.9,101.4,14.2
e24fc9fcd865784fb25705606fe3dfe7,SP,braganca paulista,51,22,12768.0,11755.29,232.15,4.18,100.0,7.9
530ec6109d11eaaf87999465c6afee01,PR,cascavel,94,28,12682.11,10085.06,125.57,4.32,106.4,20.5
b372ee768ed69e46ca8cdbd267aa7a38,SP,sao jose do rio preto,63,24,12665.0,11469.31,180.93,4.4,111.1,9.4
75d34ebb1bd0bd7dde40dd507b8169c3,BA,salvador,57,15,12656.33,11342.89,188.9,3.99,100.0,10.4
ed4acab38528488b65a9a9c603ff024a,SP,sao paulo,31,29,12648.46,12047.28,324.32,3.79,122.6,4.8
99eaacc9e6046db1c82b163c5f84869f,SP,franca,63,18,12642.28,11560.62,188.69,4.01,95.2,8.6
1ca7077d890b907f89be8c954a02686a,SP,santana de parnaiba,108,19,12474.64,10952.63,98.23,2.27,94.4,12.2
ad97a199236354e53fcd91a5a913e9a2,SC,brusque,16,7,12446.85,11609.68,732.17,4.47,93.8,6.7
ac3508719a1d8f5b7614b798f70af136,RS,canoas,101,47,12446.14,9481.62,123.23,4.64,97.0,23.8
2b1a40c1daabc6ca280c4b815c101841,MG,divinopolis,22,19,12342.6,10509.46,374.02,3.79,145.5,14.9
d6b1ce66b035a475f00c017792ff9769,SP,salto,92,18,12277.4,10238.92,113.68,4.17,108.7,16.6
2e1c9f22be269ef4643f826c9e650a52,SP,sao paulo,161,71,12260.23,9920.75,72.98,4.24,97.5,19.1
fbc14c0cf93505ef89f64665ffa4a7b5,SP,serrana,18,16,12227.82,11696.71,679.32,4.18,94.4,4.3
6e386f64c84e482f0b9abf960797ee1b,SP,sao paulo,29,13,12209.3,11597.79,421.01,4.61,89.7,5.0
056b4ada5bbc2c50cc7842547dda6b51,RJ,queimados,64,23,12203.4,10921.01,187.74,4.16,90.6,10.5
c66dccfb3f109511246da627dd5a2498,SP,registro,44,43,12182.55,11237.81,276.88,4.57,95.5,7.8
c8b0e2b0a7095e5d8219575d5e7e1181,SP,itaquaquecetuba,84,58,12170.21,10683.08,143.18,4.05,94.0,12.2
66e0557ecc2b4dbea057e93f215f68d8,SP,sao paulo,30,18,12141.0,11653.58,404.7,4.03,73.3,4.0
